Entry_ID  Pocket_Score drug_score volume nb_asph inter_chain apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score a0_apol a0_pol af_apol af_pol n_abpa ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
12272  0.0076 0.8958 1016.8219 92 0 0.6304 3.9617 7.8357 0.4457 32.7241 0.3563 38.2727 4.7273 -2 9 260.5109 71.2474 145.7586 59.5197 10 0 0 1 3 1 1 0 0 0 1 3 1 3 2 2 0 0 1 2 1 0
12273  0.2336 0.7490 581.3752 54 0 0.5741 3.8958 5.4463 0.4372 28.5806 0.5207 30.7222 4.0556 3 7 117.2983 44.1068 63.3722 33.0970 8 3 1 1 1 0 0 0 1 2 1 2 1 2 0 1 0 0 0 1 1 0
12274  -0.0704 0.6195 984.2216 88 0 0.6477 4.0641 6.3491 0.4475 41.6842 0.3059 32.2500 4.6500 -2 9 235.0715 65.8458 126.3473 61.3432 9 0 0 1 3 1 1 0 0 0 1 2 1 3 1 2 0 0 1 2 1 0
12275  0.2279 0.0431 4012.0205 560 0 0.3482 3.9811 14.6289 0.4767 42.1128 0.2305 19.3100 3.7400 2 53 608.6448 480.3401 215.9821 283.1236 75 11 8 2 4 0 4 7 9 3 3 9 2 0 4 5 11 7 0 5 6 0
12276  0.2868 0.1941 505.3028 37 0 0.3784 4.0290 4.3616 0.6420 12.0000 0.3812 23.1667 4.0000 0 7 82.1187 62.1446 42.0496 57.3865 6 1 2 0 1 0 0 1 0 0 1 1 0 0 0 0 2 1 0 0 2 0
12277  0.3673 0.5132 405.2792 50 0 0.8800 3.8957 4.2639 0.4592 39.5000 0.1427 76.0000 4.8182 1 2 90.5721 29.1064 66.8971 24.4866 3 0 0 0 0 0 0 0 1 1 2 3 0 0 2 0 0 0 0 1 1 0
12278  0.3013 0.6783 446.1320 57 0 0.8772 3.8359 4.5024 0.4614 43.0400 0.1969 68.8333 4.7500 1 3 95.4026 38.7496 78.3652 33.1252 3 0 0 0 0 0 1 0 1 1 2 3 0 0 2 0 0 0 0 1 1 0
12279  -0.0597 0.0236 215.0681 23 0 0.9130 3.9850 2.2076 0.4574 20.0000 0.3421 84.1000 4.6000 0 0 84.5340 6.4288 26.7588 3.4780 1 0 0 0 0 0 0 0 1 0 2 3 0 0 2 0 0 0 0 0 2 0
12280  -0.2956 0.8700 676.6691 52 0 0.9231 4.0553 5.3585 0.3999 40.2083 0.2278 56.9412 4.7647 1 7 211.3349 21.4292 154.8189 12.2011 4 1 0 0 1 0 0 0 0 2 1 5 0 0 1 1 1 0 2 1 1 0
12281  0.3144 0.1845 1335.4700 132 0 0.3788 3.9443 9.4934 0.5117 23.2400 0.2610 23.3514 4.2703 3 27 175.6602 161.9802 87.9219 143.3289 14 1 2 1 3 1 1 1 2 4 1 2 1 3 0 0 4 4 3 3 0 0
12282  0.2148 0.0269 1296.1626 109 0 0.4220 3.9310 8.3176 0.4729 24.3913 0.3117 26.1818 4.1515 1 22 149.1716 172.5399 87.9219 139.6257 14 1 2 2 2 1 1 1 2 2 1 2 0 3 0 0 4 3 2 3 1 0
12283  0.2787 0.3050 762.9874 89 0 0.4270 3.8365 6.3640 0.4139 28.1053 0.3056 31.2400 4.7600 6 18 109.3990 105.8439 30.5815 50.7966 11 1 3 0 0 1 2 1 0 4 0 2 0 3 0 0 2 2 2 2 0 0
12284  0.4624 0.5052 742.5154 96 0 0.4167 3.8163 6.4370 0.4090 29.5000 0.2538 31.2400 4.7600 6 18 88.8694 82.3603 24.8475 54.3028 12 1 3 0 0 1 2 1 0 4 0 2 0 3 0 0 2 2 2 2 0 0
12285  0.4069 0.7085 678.7129 74 0 0.4595 3.8182 5.9596 0.3896 26.1176 0.3354 35.0000 4.6957 5 16 88.9485 76.7817 24.8475 49.0577 9 1 2 0 0 1 1 1 0 4 0 2 0 3 0 0 2 2 2 2 0 0
12286  -0.1222 0.0036 1908.0229 291 1 0.2268 3.8815 9.8474 0.4603 21.9091 0.5097 10.0364 4.0909 -1 36 199.2587 357.1757 63.0744 152.1647 44 1 3 5 9 0 3 2 4 1 1 6 6 2 4 0 2 4 0 1 1 0
12287  0.2820 0.7958 636.3245 104 0 0.6827 4.0030 4.9856 0.5270 65.8310 0.3455 34.0000 4.1818 -2 9 125.5933 44.1954 38.2269 26.1411 10 4 1 1 3 0 0 1 1 0 1 2 1 1 2 0 0 0 0 2 2 0
12288  0.1686 0.6588 1267.0591 173 1 0.3642 3.8321 8.2441 0.4306 30.9841 0.2739 31.9737 4.2105 4 19 163.0298 158.5888 66.8971 75.1424 28 2 3 2 0 0 2 1 6 0 0 3 2 1 2 0 1 3 1 4 5 0
12289  0.0275 0.1995 772.1151 64 0 0.6250 4.2160 4.9659 0.5193 36.2500 0.4567 17.5714 3.5238 -2 11 131.6315 96.6969 72.6311 83.6966 8 2 0 1 1 0 0 3 3 0 0 3 2 0 0 0 2 1 0 1 2 0
12290  0.1370 0.0209 366.5771 24 0 0.6250 4.0613 4.0802 0.5644 14.0000 0.5839 38.5000 4.3000 2 3 66.0036 25.7814 54.2126 31.3299 4 1 0 0 0 0 0 0 1 1 0 2 1 2 0 1 0 0 0 1 0 0
12291  0.1807 0.8916 1091.1503 138 0 0.5435 3.9801 6.6419 0.4711 56.6933 0.2361 24.2143 4.3571 2 19 170.2756 92.8979 99.3899 52.5638 20 2 2 1 2 0 2 0 1 1 0 3 1 0 1 1 4 1 2 3 1 0
12292  0.1863 0.5281 610.2873 59 0 0.5254 3.9835 5.1644 0.4600 28.0000 0.2613 24.0500 3.9000 0 10 90.5721 104.2635 34.4042 69.8692 8 2 0 1 1 0 0 2 2 0 1 3 3 0 0 0 1 1 0 1 2 0
12293  -0.0231 0.8421 916.0815 96 0 0.5000 4.0390 6.4009 0.4836 41.1667 0.4768 11.0000 3.7500 -2 18 131.6315 157.9028 66.8971 75.0016 14 2 0 1 2 0 0 4 3 0 0 3 4 0 0 0 3 2 0 2 2 0
12294  0.1318 0.0048 275.6793 15 0 0.4667 4.0461 3.5925 0.6353 6.0000 0.6584 38.5000 4.3000 2 3 61.1731 17.1876 40.9324 20.8960 3 1 0 0 0 0 0 0 1 1 0 2 1 2 0 1 0 0 0 1 0 0
12295  0.1022 0.3400 1936.7512 221 0 0.3937 4.0182 10.9820 0.4958 42.0920 0.3052 18.2857 3.9762 5 21 321.2292 194.9741 221.7160 186.8880 28 1 3 1 1 0 1 2 5 0 3 4 5 0 2 3 5 2 0 1 3 0
12296  0.2108 0.7995 580.1832 59 0 0.7119 4.0049 5.0516 0.4570 37.0952 0.1163 45.2353 4.7647 -2 7 146.5980 36.4960 66.9964 12.1729 7 0 0 1 2 1 1 0 0 0 1 2 0 3 1 1 0 0 1 2 1 0
12297  0.3305 0.8030 353.3185 35 0 0.6000 3.9479 3.6630 0.4020 20.0000 0.1033 46.6429 4.6429 -1 5 80.9111 32.1880 38.2269 5.2170 6 0 0 1 1 1 1 0 0 0 1 2 0 2 1 1 0 0 0 2 1 0
12298  0.3286 0.7771 376.4158 43 0 0.6744 4.0810 3.6288 0.4705 28.0000 0.2359 46.6429 4.6429 -1 5 90.7305 22.5449 51.6063 8.7794 5 0 0 1 1 1 1 0 0 0 1 2 0 2 1 1 0 0 0 2 1 0
12299  -0.1186 0.0003 332.6152 27 0 0.1852 4.0505 2.9679 0.5685 4.0000 0.2897 25.5000 5.2500 0 8 65.2119 35.8893 47.7836 40.5599 6 1 2 0 1 0 0 2 0 0 0 1 1 0 1 0 0 0 1 1 1 0
12300  -0.0961 0.6871 1694.3586 202 0 0.4802 4.0082 9.1585 0.4894 51.1753 0.3112 17.7222 3.9722 5 17 305.5299 160.4219 116.5921 126.0799 15 1 3 1 1 0 1 1 5 0 3 2 4 0 2 3 3 2 0 1 3 0
12301  0.0443 0.8849 1676.4475 211 0 0.4550 4.0152 10.3939 0.4990 47.4375 0.4005 22.0513 3.8974 3 19 323.6444 160.5990 152.9076 113.5972 28 1 3 1 1 0 1 2 5 0 3 4 3 0 2 2 5 2 0 1 3 0
12302  0.3279 0.6699 555.4437 46 0 0.6739 4.0645 6.6793 0.6658 19.0968 0.2421 37.2500 4.6250 0 4 128.0086 32.2323 86.0105 24.3458 5 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 1 0
12303  0.2615 0.6370 399.6541 60 0 0.7500 4.0221 3.6222 0.4582 43.7778 0.0779 47.4286 4.8571 0 5 108.6865 22.5670 45.8723 12.2011 4 1 1 1 1 0 0 0 0 0 2 2 0 2 1 1 0 0 0 2 0 0
12304  -0.0518 0.6908 464.1264 50 1 0.6800 3.9356 4.2576 0.4810 32.3529 0.0084 52.1538 4.6923 -1 4 120.8420 21.4956 53.5177 8.6949 5 1 0 1 1 0 0 0 0 0 2 2 0 2 1 1 0 0 0 2 0 0
12305  -0.0146 0.9311 904.9816 127 1 0.5433 3.9563 7.1763 0.4418 49.6232 0.1093 35.6000 4.4800 0 11 224.6188 79.6863 87.9219 59.4353 12 2 3 1 2 0 0 1 1 0 2 5 0 2 1 1 1 1 0 2 0 0
12306  -0.1460 0.0003 277.3529 18 0 0.1667 4.1753 3.0661 0.5329 2.0000 0.4036 8.2727 4.1818 2 8 45.3948 83.5867 29.1665 29.7599 6 0 2 1 1 1 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0
12307  0.2539 0.9072 821.8665 112 1 0.7143 3.9811 6.8029 0.4844 50.8250 0.4211 53.3200 4.9200 -1 9 195.7149 43.1018 91.7446 26.1974 9 0 1 0 1 2 2 1 1 0 2 3 0 1 4 1 0 0 1 3 2 0
12308  -0.1930 0.8643 1568.4374 175 0 0.4229 3.9961 8.8394 0.4658 39.0270 0.3272 23.8889 3.9444 3 16 315.1909 142.9688 156.7303 113.4283 21 1 1 1 1 0 1 1 5 0 3 3 4 0 2 3 3 2 1 1 3 0
12309  -0.0586 0.8649 1851.1790 215 0 0.4605 4.0049 9.6854 0.4854 46.2424 0.3974 17.7222 3.9722 5 17 321.2291 149.8401 191.1346 118.8142 24 1 3 1 1 0 1 1 5 0 3 2 4 0 2 3 3 2 0 1 3 0
12310  0.0022 0.9658 1142.7701 166 0 0.7349 3.9316 7.5598 0.4472 76.4098 0.5065 44.6129 4.2258 2 8 245.9402 86.2478 110.8580 73.5161 14 3 1 0 1 0 1 1 3 1 2 3 2 3 3 1 0 0 0 1 5 0
12311  0.2270 0.2540 577.6333 51 0 0.2941 4.0225 5.8193 0.4507 11.3333 0.6145 28.5500 4.2500 0 12 78.4958 91.4281 24.8475 62.7724 10 1 1 1 2 0 1 0 2 0 2 1 1 0 1 0 1 2 1 2 1 0
12312  0.3638 0.3385 573.5596 58 0 0.5000 4.1063 5.3047 0.4789 23.1724 0.5119 30.9500 3.7000 -2 11 80.9111 67.6126 63.0744 66.1377 8 0 0 0 2 0 1 0 4 0 2 1 0 0 1 0 3 2 2 1 1 0
12313  0.3690 0.5914 634.4675 73 0 0.3699 3.9760 6.1300 0.4502 22.0000 0.4573 25.5217 3.5217 -2 13 79.7035 93.4825 17.2021 57.4991 15 2 0 1 2 0 2 0 4 0 2 1 0 0 1 0 3 2 2 1 0 0
12314  0.1065 0.3485 2050.7620 220 0 0.5773 3.9760 11.1054 0.5295 52.9134 0.3333 38.5435 4.1304 -5 19 320.1007 207.0793 175.8438 214.0359 21 2 0 1 2 1 0 6 4 1 3 6 2 3 3 0 1 3 0 3 5 0
12315  -0.1759 0.5661 1669.4723 188 0 0.4681 4.0599 9.2893 0.4959 49.5000 0.2547 18.3714 3.8571 4 16 330.8901 146.4044 175.8438 155.6989 20 1 1 1 1 0 1 1 5 0 3 2 5 0 2 3 3 2 0 1 3 0
12316  0.0578 0.9444 1921.2087 225 0 0.4889 3.9876 10.2632 0.4807 56.4364 0.3398 18.8537 4.0244 5 20 379.1953 138.4174 196.8686 116.7936 19 1 3 1 1 0 1 2 5 0 3 4 5 0 2 3 4 2 0 1 3 0
12317  0.0186 0.8979 1719.3230 198 0 0.4141 3.9731 9.6320 0.5240 34.1463 0.1690 27.8718 3.9744 2 18 297.0766 142.8581 179.6664 120.2715 21 1 3 1 1 0 0 2 5 0 3 5 2 0 2 2 5 2 1 1 3 0
12318  0.2929 0.7238 357.1824 70 1 0.7857 3.8179 4.3090 0.4761 44.9091 0.3534 31.4615 4.6154 2 6 82.1187 25.1083 30.5815 15.9043 5 0 0 1 0 0 0 0 0 1 1 0 1 2 1 2 1 0 0 2 1 0
12319  0.2544 0.6520 417.0910 71 1 0.7746 3.9915 4.0137 0.5231 49.2364 0.3117 37.9167 4.7500 2 6 79.7035 22.7883 26.7588 19.2415 4 0 0 1 0 0 0 0 0 1 1 0 1 2 1 1 1 0 0 2 1 0
12320  0.2116 0.0150 581.2840 46 0 0.5000 4.0001 4.8979 0.6003 16.6087 0.4245 21.6250 3.6250 -1 6 97.8179 62.4766 76.4538 57.4428 5 1 1 0 2 0 0 1 4 0 0 2 1 0 2 0 0 1 0 0 1 0
12321  -0.0774 0.0127 357.4037 29 1 0.5172 3.9391 3.8141 0.3913 14.0000 0.2244 11.0000 4.0000 -1 3 99.8964 60.0017 38.5247 26.0848 6 0 0 1 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
12322  0.1470 0.9883 1186.8392 171 1 0.5439 3.8320 9.0738 0.4493 38.0430 0.3524 34.2581 4.4516 4 16 245.1485 118.1168 112.7694 47.5158 19 0 1 1 1 0 1 1 3 2 5 0 3 0 3 1 3 0 3 0 3 0
12323  0.3860 0.9952 1277.0815 193 0 0.4663 4.0178 9.8766 0.4934 39.8667 0.5786 49.7500 4.3750 1 16 213.1759 107.4779 72.6311 41.8483 23 3 0 2 0 1 1 2 1 2 3 4 1 4 4 0 2 2 0 4 4 0
12324  0.0780 0.0053 478.4112 21 0 0.2857 4.2782 3.8402 0.5462 5.0000 0.0824 29.9412 4.7647 1 10 68.0230 68.2543 38.3262 28.1054 8 1 3 0 1 1 1 1 0 0 1 0 0 2 1 0 1 1 0 2 1 0
12325  0.4332 0.8660 945.7117 116 0 0.5690 3.9202 7.5151 0.4972 30.9697 0.4145 41.5588 4.5588 3 17 141.6883 70.2645 57.3404 43.8125 15 3 3 0 1 0 1 1 0 1 2 6 1 1 2 1 1 5 1 2 2 0
12326  0.1974 0.3100 2317.8523 298 1 0.4430 4.0076 11.6967 0.4812 46.4848 0.5397 25.2951 4.2295 0 30 327.6431 274.9260 162.7622 183.2974 38 5 7 2 5 0 2 5 5 1 3 3 2 5 5 0 2 2 0 2 5 0
12327  -0.0745 0.4648 606.6432 40 0 0.7500 4.1668 4.4602 0.4138 28.0667 0.3299 29.4706 3.6471 -3 6 122.1288 45.0898 63.0744 41.7638 8 2 0 0 2 0 0 2 2 0 1 2 1 1 1 0 1 0 0 0 2 0
12328  0.0394 0.5470 1089.5978 126 0 0.3016 4.0151 7.4916 0.4773 23.0000 0.2749 25.4000 4.1200 3 11 159.4069 155.7820 122.3261 125.3195 16 3 1 0 0 0 0 2 1 4 0 4 0 1 0 4 0 1 0 3 1 0
12329  0.1968 0.8479 675.2390 76 0 0.6184 4.0640 5.1899 0.4701 42.5532 0.1201 37.5294 4.7059 1 9 141.2925 50.4692 95.5673 29.6754 9 0 0 3 0 0 0 0 0 1 1 0 0 1 2 2 1 0 1 3 2 0
12330  -0.2684 0.1267 758.7979 70 0 0.3286 3.9284 6.8687 0.4629 12.2609 0.5481 30.6957 4.1304 0 9 168.8694 104.2856 94.6487 40.1374 19 2 2 0 2 1 0 1 3 1 2 1 0 2 2 1 0 1 0 2 0 0
12331  0.1450 0.9912 1399.1353 233 0 0.4034 3.9617 8.8231 0.4455 44.5532 0.1750 31.7143 3.7857 5 15 241.5846 133.9010 90.8260 38.5956 32 0 3 2 1 2 0 0 11 3 2 1 0 1 4 1 1 1 0 4 5 0
12332  0.0681 0.3970 895.1099 71 0 0.6056 4.0615 5.5942 0.4741 39.6279 0.1570 35.9412 4.7059 0 9 165.4451 72.0090 99.3899 81.9576 8 0 0 2 1 0 0 0 0 1 1 0 0 1 2 2 1 0 1 3 2 0
12333  0.0585 0.9025 994.8271 95 1 0.5158 3.9185 8.1121 0.4288 29.6327 0.2896 34.1250 4.1667 4 11 217.3731 93.5046 128.0601 74.8608 13 1 1 1 1 0 1 0 2 3 4 1 1 1 2 1 2 0 1 0 1 0
12334  0.0481 0.7915 916.7283 90 0 0.5444 3.9218 6.4802 0.4590 38.4898 0.1679 27.5385 4.0385 -3 15 179.0457 98.0560 76.5531 41.8483 17 0 0 1 2 0 1 3 2 2 1 2 0 2 3 0 3 1 0 2 1 0
12335  0.3459 0.4890 1674.6274 155 0 0.4323 3.8896 10.9497 0.4854 23.3731 0.4080 26.4565 4.5435 4 32 259.2241 204.0770 130.0707 134.6622 21 1 4 2 2 1 3 3 1 4 1 3 1 3 2 0 4 3 3 3 2 0
12336  0.3517 0.7171 630.8342 82 0 0.4878 3.8007 5.7507 0.4043 30.2000 0.2066 32.1818 4.5455 5 15 80.3368 87.6955 11.4681 45.6079 7 1 2 0 0 1 1 1 0 4 0 2 0 3 0 0 2 2 1 2 0 0
12337  -0.0210 0.2095 926.1527 93 0 0.4409 4.0823 6.3178 0.4528 35.9024 0.4697 9.9600 3.8400 -1 15 128.9586 155.4187 53.5177 104.7052 17 2 1 2 1 2 1 4 2 0 0 2 3 1 0 0 2 0 0 1 1 0
12338  0.0704 0.1931 997.9833 99 0 0.4242 4.0729 6.4671 0.4405 27.4286 0.3765 17.6923 4.4231 2 17 130.4238 146.4044 101.3013 92.3633 14 0 2 1 3 0 1 0 2 0 3 0 3 0 1 1 1 3 1 2 2 0
12339  0.1348 0.8154 1176.7399 135 0 0.2815 3.9739 8.9866 0.4588 20.4211 0.2955 24.4615 4.1795 2 24 138.8772 197.3383 53.5177 95.8131 23 1 3 1 2 0 2 1 4 0 4 1 2 0 1 1 4 4 2 3 3 0
12340  0.0842 0.1525 823.0021 77 0 0.4156 4.0270 5.6348 0.4677 28.8750 0.1622 23.8095 4.5714 0 13 125.5933 118.3916 64.9857 87.1182 11 0 1 1 3 0 0 0 2 0 2 1 2 0 1 1 1 1 2 2 1 0
12341  0.0375 0.5885 840.3518 92 0 0.4130 3.9881 6.0884 0.4722 31.0526 0.2277 14.4348 4.0000 0 14 150.9535 117.2538 86.0105 71.4673 12 1 1 1 3 0 1 0 3 0 2 0 2 0 1 1 2 1 1 2 1 0
12342  0.2759 0.0058 807.4981 51 0 0.2157 3.8680 5.9419 0.5467 7.4545 0.2528 23.0714 5.0000 0 13 100.2331 99.3930 68.8084 104.7615 6 0 0 3 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 6 0 0
12343  -0.2963 0.5451 1184.9714 119 0 0.5126 3.9493 7.3390 0.4427 48.7213 0.2660 20.4167 4.2917 -2 15 240.6145 161.6925 118.9005 80.3594 18 0 0 2 4 0 0 1 0 1 3 1 2 2 1 1 2 1 1 1 1 0
12344  0.3466 0.9953 1066.5626 150 0 0.6333 3.9699 8.3111 0.4775 60.1895 0.3209 54.7188 4.8125 2 13 202.8815 59.2401 84.0992 31.3862 12 1 1 1 0 0 1 2 0 1 4 7 2 1 6 0 2 2 1 0 0 0
12345  0.4174 0.0136 710.1808 78 0 0.3846 3.8113 7.3699 0.5518 11.3333 0.4556 23.6087 4.7826 1 18 79.7826 124.2800 53.5177 64.7648 17 1 2 1 1 1 1 3 2 3 0 0 0 0 1 0 1 0 5 1 0 0
12346  0.2676 0.4213 878.5388 148 1 0.2770 3.8523 7.0153 0.4256 24.0976 0.1759 32.5152 4.3636 3 18 111.1018 135.8447 28.6702 38.4548 22 1 3 2 0 1 2 1 4 0 0 2 1 1 2 0 1 3 1 4 4 0
12347  0.3853 0.0391 565.5017 97 1 0.1546 3.8368 5.2972 0.3979 10.8000 0.2188 34.6296 4.3704 3 13 66.4196 84.2819 9.5567 17.4743 17 1 3 1 0 1 0 1 4 0 0 2 1 1 2 0 1 2 0 4 3 0
12348  0.1995 0.7720 1143.9606 168 1 0.3690 3.8481 8.0285 0.4353 32.2581 0.2389 28.7297 4.3243 5 20 166.6527 134.9282 66.8971 61.1461 24 1 4 2 0 0 2 1 6 0 0 2 2 1 2 0 1 3 1 4 5 0
12349  0.0786 0.5124 736.5375 105 1 0.3238 3.8222 6.5920 0.4128 21.8235 0.2072 32.1071 4.2500 4 13 113.5170 113.2777 49.6950 38.3140 17 1 3 1 0 0 0 1 5 0 0 3 2 0 2 0 1 2 0 3 4 0
12350  0.0922 0.6748 1171.2463 166 1 0.4036 3.8842 7.6927 0.4482 34.3284 0.2331 29.0556 4.3333 3 20 185.9747 136.2209 70.7198 64.8775 23 1 3 2 0 0 2 2 5 0 0 2 2 1 2 0 1 3 1 4 5 0
12351  0.2720 0.8523 1261.9019 178 1 0.4607 3.9064 8.1825 0.4515 42.9024 0.3358 28.3684 4.2632 3 20 208.9196 105.8218 61.1631 75.3396 19 1 3 2 0 0 2 2 5 0 0 2 2 0 2 1 1 3 1 4 7 0
12352  0.2566 0.6697 780.1644 110 0 0.7091 4.0271 5.4767 0.5536 68.8718 0.4559 31.5217 4.2609 -1 10 108.6865 86.6683 72.6311 40.3346 11 4 1 1 3 0 0 1 1 0 1 2 2 1 2 0 0 0 0 2 2 0
12353  0.1018 0.5990 1349.3260 181 1 0.4199 3.9041 8.2787 0.4419 37.4474 0.3078 28.6053 4.1842 3 20 184.7671 157.7829 84.0992 87.5688 27 2 3 2 0 0 2 2 6 0 0 2 2 1 2 0 1 3 1 4 5 0
12354  0.3057 0.9744 653.9728 77 0 0.3636 3.9818 6.2268 0.4670 23.7143 0.0815 24.9200 3.2800 2 9 144.9154 45.2447 91.7446 22.8603 10 6 1 1 0 0 0 1 2 1 2 1 1 0 0 2 1 3 0 0 3 0
12355  -0.2279 0.9418 823.4352 90 0 0.6778 3.8391 6.1376 0.4681 46.3607 0.1536 38.8750 4.5417 -2 11 197.4567 57.2299 75.2374 26.4227 11 0 0 0 3 1 0 1 0 0 3 2 2 2 2 1 1 2 1 1 2 0
12356  -0.0561 0.6746 2905.7229 346 0 0.5347 3.9671 12.9115 0.4693 49.6216 0.2948 31.6667 4.1746 -1 29 393.6869 331.8147 170.1097 203.4119 40 6 3 2 3 0 2 3 5 0 5 6 2 0 6 4 6 1 3 4 2 0
12357  0.2784 0.8124 673.3973 111 0 0.6577 3.9711 5.6236 0.5336 61.3151 0.2306 36.9565 3.6957 -1 9 112.3094 63.2825 47.7836 22.6068 17 3 0 1 1 0 0 0 3 0 1 2 0 0 3 1 3 1 0 3 1 0
12358  0.3442 0.9635 682.6337 76 0 0.3158 3.9572 6.5110 0.4556 20.2500 0.1943 24.9200 3.2800 2 9 140.0849 48.4812 82.1878 35.0331 11 6 1 1 0 0 0 1 2 1 2 1 1 0 0 2 1 3 0 0 3 0
12359  0.0255 0.0007 201.6146 16 0 0.1250 3.8016 2.7790 0.4542 1.0000 0.0364 4.0000 3.5556 1 8 26.5678 45.3111 22.9361 20.9241 6 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 3 0 1 0 0
12360  0.1778 0.9487 887.3264 74 0 0.4189 4.0167 6.3623 0.4563 21.6129 0.2992 23.7692 3.2308 2 10 161.8221 69.9768 116.5921 45.4389 12 6 1 1 0 0 0 1 2 1 2 1 1 0 0 2 2 3 0 0 3 0
12361  0.1390 0.9211 791.8707 117 0 0.4188 3.8672 7.0284 0.4353 38.4082 0.1899 24.4545 3.3939 0 13 107.4789 100.4645 28.6702 50.9375 20 7 1 2 1 0 0 2 3 1 2 3 1 0 0 2 1 3 0 1 3 0
12362  0.1529 0.2270 465.7953 61 0 0.4754 3.9436 4.1764 0.5365 23.5172 0.0394 39.8000 5.4667 0 12 49.5128 75.3562 43.9609 48.9169 8 0 1 1 0 0 0 2 0 1 0 0 0 0 1 0 1 0 2 4 2 0
12363  0.4090 0.5238 260.6701 33 0 0.4848 3.8957 3.1425 0.4193 15.0000 0.1333 44.5714 4.5000 -1 5 65.2119 16.1161 19.1134 5.2170 5 1 0 1 1 0 1 0 0 0 1 1 0 2 1 1 0 0 0 2 2 0
12364  0.0014 0.0041 368.3193 19 0 0.8421 4.0016 3.0967 0.5233 15.0000 0.3299 37.7143 4.7143 1 1 74.8730 32.7413 51.6063 26.5072 3 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 1 0
12365  0.3243 0.8220 599.2519 58 0 0.5690 3.9105 5.7663 0.4508 24.3030 0.2379 43.2778 4.6667 0 7 130.4238 45.5324 68.8084 29.9007 6 1 1 2 1 0 1 0 0 0 1 2 0 2 2 1 0 0 0 2 2 0
12366  0.2093 0.9342 715.1113 66 0 0.7273 4.0622 5.6978 0.4753 38.8333 0.7197 29.2000 4.6000 0 9 136.4620 64.5531 82.1879 21.0368 13 1 3 0 2 0 0 2 2 0 0 3 1 1 2 0 0 0 0 1 2 0
12367  0.2388 0.3221 438.5516 52 0 0.6154 3.9011 4.8715 0.4182 26.8750 0.1218 42.1875 4.4375 -1 5 135.2543 31.2936 74.5425 5.2451 7 1 0 1 1 0 1 0 0 0 1 2 0 2 1 2 0 0 0 2 2 0
12368  0.0713 0.0114 244.1039 30 0 0.6000 4.0513 2.7578 0.4298 17.0000 0.0778 57.4167 4.6667 0 3 79.7035 22.5892 38.2269 1.7390 5 1 0 1 0 0 0 0 0 0 1 1 0 2 1 1 0 0 0 2 2 0
12369  0.1431 0.8892 821.2039 93 0 0.5806 4.1115 6.7390 0.4875 31.9259 0.4671 61.1000 4.4000 2 6 190.8053 55.1091 93.6559 31.4989 5 2 0 0 0 0 1 0 2 2 0 7 0 0 3 0 1 0 1 1 0 0
12370  0.0110 0.9872 1423.0992 161 0 0.5280 4.0956 9.0599 0.5495 43.8824 0.6212 49.8684 3.9737 1 11 246.5936 132.2542 160.6523 53.9930 26 4 0 1 0 1 0 0 3 0 8 4 1 1 3 2 4 2 0 3 1 0
12371  -0.0831 0.0585 317.7991 50 1 0.3800 4.0562 3.4803 0.5524 18.0000 0.6888 28.5000 5.1250 1 5 66.4195 48.4148 17.2021 17.3898 11 0 0 1 1 0 0 0 0 0 0 2 2 0 1 0 0 0 0 1 0 0
12372  0.2211 0.8973 2005.3961 216 0 0.5556 4.0474 10.2822 0.4957 47.4667 0.5153 44.2667 4.1111 2 14 299.5710 144.3721 149.0849 118.8423 27 5 3 0 2 1 0 0 4 0 9 4 1 1 3 2 3 2 0 3 2 0
12373  -0.0662 0.9805 1434.4458 164 0 0.5183 4.0999 8.5448 0.5181 44.0000 0.4253 47.7778 3.8611 1 10 294.9778 110.6701 175.9431 55.7602 23 4 0 0 0 1 0 0 4 0 5 4 1 1 3 2 3 3 0 3 2 0
12374  0.1280 0.0282 810.6231 46 0 0.5217 4.1062 5.5321 0.4902 23.0000 0.3158 25.3333 3.9524 0 10 73.6653 94.8416 63.0744 118.6452 8 3 1 1 0 0 0 3 2 0 2 1 2 2 0 0 1 1 0 1 1 0
12375  0.0523 0.9725 1036.7214 144 0 0.7014 3.9998 6.9943 0.4770 60.9307 0.1369 45.1667 4.4667 1 12 237.6451 59.3064 95.6665 8.7512 15 3 2 1 1 0 0 2 1 1 5 3 1 2 2 0 1 1 0 2 2 0
12376  0.4633 0.9865 993.7693 128 0 0.8359 3.9480 8.1627 0.5292 50.4673 0.2661 65.9697 4.8485 2 10 183.9352 46.4268 73.1275 19.1570 12 1 0 1 0 0 1 0 0 2 5 5 0 5 5 1 1 2 2 1 1 0
